episode_number,episode_title,episode_duration,episode_synopsis,original_airdate,american_airdate,url,season_id,series_id
46,Defying Orders,30,"With the odds rapidly mounting against them on Planet Namek, Krillin and Gohan will need some serious help if they hope to recover the Dragon Balls from Frieza and his henchmen. Meanwhile, back on Earth, Goku is still recovering in the hospital. And though he has doctor's orders to stay in bed —he won't let that stop him from going to Namek!",5/2/1990,10/4/1997,https://drive.google.com/file/d/1qdtpX8abLfcDoifT-QP7Ri0adrOg698H/preview,7,2
47,Namek's Defense,30,"Krillin and Gohan get their first real glimpse of Frieza's cruelty as the villain unleashes his evil henchmen upon an unsuspecting Namek village. Frieza wants the fifth Dragon Ball, and he is prepared to learn its location by any means necessary —but the Namekians won't give it up without a fight",5/9/1990,10/11/1997,https://drive.google.com/file/d/12MQmJjpkMpJ-2MOn2_sIADhTpquGSXD1/preview,7,2
48,The Hunted,30,"Unable to stand by and watch the torture any longer, Gohan leaps out of hiding to rescue a Namekian boy from the clutches of Frieza's evil henchmen. Now Gohan and Krillin have an even bigger problem on their hands — Dodoria is chasing them, and he won't stop until he has his revenge!",5/16/1990,10/11/1997,https://drive.google.com/file/d/1ZqnKHvWXhnxM8JVyse4lKrY3GZqhKYYK/preview,7,2
49,The Prince Fights Back,30,"Dodoria continues to hunt for Krillin and Gohan in the Namekian wilderness. His search, however, brings him face to face with an unexpected foe —Vegeta! The Saiyan prince has a score to settle with Dodoria, and the time for the final showdown between these two powerful villains has come.",5/23/1990,10/18/1997,https://drive.google.com/file/d/1pxQCfgsB8DdR6Bd8gCdYv16czb-b6I4k/preview,7,2
50,Unexpected Problem,30,Goku's journey to Namek takes an unexpected detour when his spaceship is knocked off course by an asteroid! Goku has to act fast to fix the ship and put it back on track —because he's headed straight for the fiery heart of a star!,5/30/1990,10/18/1997,https://drive.google.com/file/d/1KWm9IdN0NQoXM7neagIFS1u2WayJBIFw/preview,7,2
51,Vegeta has a Ball,30,"With his new ability to sense energy without a scouter, Vegeta quickly tracks down a Namekian village and unleashes a terrifying display of power. Unable to resist the Saiyan's might, the Namekians have no choice but to surrender their Dragon Ball. Now, there is only one Dragon Ball left to find, and Dende knows who has it — the Eldest Namekian!",6/6/1990,10/25/1997,https://drive.google.com/file/d/1JlTebF9BAgz9Jj_8opxZ1f3iWVW3kiWR/preview,7,2
52,The Past and Future,30,"Flying through space on his way to Namek, Goku receives some happy news — his friends have all made it to King Kai's planet! The celebration is cut short, however, when King Kai learns that Goku is rushing to face the ruthless Frieza. Meanwhile, more trouble is brewing on Planet Namek. The battle between Vegeta and Zarbon has begun!",6/20/1990,10/25/1997,https://drive.google.com/file/d/1ty6CMidkl6YoARj5CMmlsM06i2li271m/preview,7,2
53,Zarbon's Surprise,30,"Vegeta's confrontation with Zarbon heats up as Zarbon reveals his true power —the ability to transform into a gigantic, monstrous beast! With his increased size and strength, Zarbon quickly turns the tide of the battle, and it looks like it might be lights out for the Saiyan Prince… permanently!",6/27/1990,10/25/1997,https://drive.google.com/file/d/1KaxcK2vqMaZFks4GebJZRs9X4X8lMEfX/preview,7,2
54,Guru's Gift,30,"When Krillin and Dende speak to Guru, the Eldest Namekian, Krillin gets a double surprise! Not only does he receive a Dragon Ball, but Guru awakens the sleeping powers within him! Will Krillin's incredible new strength be enough to win the race for the Dragon Balls?",7/4/1990,11/1/1997,https://drive.google.com/file/d/1MqfARvwA_fKMQGrolO2wCPdZwQJHVUq7/preview,7,2
55,Piccolo vs. Everyone,30,"Yamcha, Tien, and Chiaotzu undergo King Kai's rigorous training program. But their workout gets really intense when Piccolo challenges them all to a three-on-one bout! Meanwhile, on Planet Namek, Frieza's henchmen work to revive Vegeta in order to obtain the whereabouts of the missing Dragon Ball. But is the Saiyan Prince too far gone to recover?",7/18/1990,11/1/1997,https://drive.google.com/file/d/1kuL_b_mAFomwKNvSnrfjAlXh7nmbxoYj/preview,7,2
56,Zarbon's Mission,30,"Vegeta makes a daring escape from the clutches of Frieza, stealing the Dragon Balls in the process, Frieza gives Zarbon an ultimatum — find Vegeta in one hour's time, or suffer the consequences. Meanwhile, Goku's journey through space grows perilous as his ship is caught in a powerful magnetic storm!",8/1/1990,11/8/1997,https://drive.google.com/file/d/1RSLrOxIj7-4jG3kyWwPhnTooj_hJfF6x/preview,7,2
57,"Gohan, the Hunted",30,"Krillin has only just returned from his meeting with Guru when he is joined by a pair of unwelcome visitors — Vegeta and Zarbon have descended upon the camp, hot on the trail of Krillin's Dragon Ball! Meanwhile, Gohan searches the ruins of a nearby Namekian village, where he discovers the seventh and final Dragon Ball...",8/8/1990,11/8/1997,https://drive.google.com/file/d/18KXWDGDxU34SiVq2aCAxdbC1-wec1I20/preview,7,2
58,Unknown Enemies,30,"The Ginyu Force, Frieza's most elite fighting unit, has been dispatched to Planet Namek to help in the search for the Dragon Balls. Unaware of the coming threat, Krillin and Gohan have their hands full as they struggle to keep the seventh Dragon Ball from falling into Vegeta's clutches.",8/22/1990,11/15/1997,https://drive.google.com/file/d/1e2xcx5g5Oei_HHTXa4CWKQFbXjUNiFsq/preview,7,2
59,Big Trouble for Bulma,30,"While Krillin and Gohan fly off to see Guru, they leave the seventh Dragon Ball with Bulma at their hidden camp. But when the Dragon Ball mysteriously disappears, Bulma must embark on a daring underwater adventure to get it back!",8/29/1990,1/31/1998,https://drive.google.com/file/d/1MlV1cBFnv6e95vSsVNvnTkTilrC85dFq/preview,7,2
60,Bulma's Big Day,30,"Bulma finds herself in deep trouble, as she is taken hostage by two of Frieza's evil henchmen. Now, she must lead them on an underwater quest for the Dragon Balls. And without Gohan and Krillin to save her, she'll have to find a way to outsmart her captors — or wind up sleeping with the fishes!",9/5/1990,2/7/1998,https://drive.google.com/file/d/1Od5lSlCPcOmeqhlLDvTCnT8pq6XE4j-0/preview,7,2
61,Hidden Power,30,"Krillin and Gohan complete their journey to Guru's house, but little do they know, Vegeta is hot on their trail! Can Guru unlock Gohan's hidden powers in time to hold off the rampaging Saiyan's wrath? And even if he can, are any of them prepared to face the power of the Ginyu Force?",9/12/1990,2/7/1998,https://drive.google.com/file/d/1aOMs3QHoEtbGpdxcC4WsGVLammwePuVC/preview,7,2
62,"New Ally, New Problem",30,"The Ginyu Force has arrived on Planet Namek! Now, Vegeta, Krillin, and Gohan must form an uneasy alliance as they stand face to face with five of the fiercest warriors in the universe! Can they prevent Captain Ginyu and his men from taking the Dragon Balls back to Frieza?",9/19/1990,2/14/1998,https://drive.google.com/file/d/1-OojUxf4QXGFzGWChtlg_i86ybebXBIx/preview,7,2
63,Guldo's Mind Binds,30,"The battle with the Ginyu Force begins, as Gohan and Krillin launch a barrage of explosive energy blasts at Guldo! But they soon discover there is more to Guldo than meets the eye, when he traps them with his “Mind Bind” technique! Krillin and Gohan are rendered helpless by Guldo's power, and this time, there is no one to save them! …Or is there?",9/26/1990,2/14/1998,https://drive.google.com/file/d/1JK_Se3BJlbMXITXJW_SFzh8YR5X0n81f/preview,7,2
64,Recoome Unleashed,30,"Though the battle with Guldo is over, for Krillin and Gohan, the real nightmare is only just beginning! Recoome, the most massive member of the Ginyu Force, steps up to fight! And when even the mighty Vegeta's attacks have no effect on this monstrous foe, it seems our heroes' adventures on Namek have finally come to an end!",10/24/1990,5/16/1998,https://drive.google.com/file/d/1kbVAnAWMjdJgcoTQ8Rux35hYFlQ0xHD2/preview,7,2
65,Let the Battle Begin,30,"With Krillin and Vegeta both knocked out of commission by the terrible Recoome, only Gohan remains to carry on the fight! The young Saiyan will have to summon every ounce of his strength and courage in order to face this powerful foe. The only question is — will it be enough?",10/31/1990,5/23/1998,https://drive.google.com/file/d/1iZlbW3Ta5niA8iEf1RmcROpygZAhZD-Z/preview,7,2
66,Goku's New Power,30,"Goku has arrived on Planet Namek, and without a second to lose! Gohan and Krillin are hanging by a thread, held at the mercy of the Ginyu Force! Has Goku's training in 100-times gravity prepared him to face these powerful foes?",11/7/1990,5/23/1998,https://drive.google.com/file/d/1cixunFHQQm5z6gQrlMNzPee40JWbDVJO/preview,7,2
67,A Legend Revealed,30,"Goku has come to the aid of his family and friends against the mighty Ginyu Force! As Vegeta, Krillin, and Gohan look on, Goku easily deflects the attacks of Jeice and Burter, two of the Force's fiercest warriors. Are these defenses merely a bluff to intimidate his opponents, or has Goku become what Vegeta thought was only a legend — a Super Saiyan?",11/14/1990,5/23/1998,https://drive.google.com/file/d/1zJXZ4T58OluIoNYjTm4kOnk_899aFIKX/preview,7,2
68,Ginyu Assault,30,"When Goku's strength and speed prove too much for Burter and Jeice to handle on their own, Jeice makes a hasty retreat in search of reinforcements. Now, the real test for Goku and his newly acquired powers is about to begin, as Captain Ginyu, the leader of the Ginyu Force, steps onto the field of battle!",11/21/1990,9/13/1999,https://drive.google.com/file/d/1MoVMKfz-6dT3NnpixGH5YVrzny1qnI6H/preview,7,2
69,Incredible Force!,30,"As the battle between Goku and Captain Ginyu rages on, Gohan and Krillin seize the opportunity to steal the unguarded Dragon Balls away from Frieza's ship. It's a race against time —now that Frieza has learned the whereabouts of the Eldest Namek, our heroes must recover the Dragon Balls and find a way to use them before it's too late!",11/28/1990,9/13/1999,https://drive.google.com/file/d/1Al3_Tgfkyc35c2_cXacWzAB4YnG5jmOz/preview,7,2
70,Frieza Approaches,30,"Goku continues to dazzle Captain Ginyu with his amazing new powers, but the Captain still has a few tricks up his sleeve to even the odds! Meanwhile, Frieza has arrived at the home of the Eldest Namek. Now, the brave Namekian warrior Nail must fight a desperate battle to keep the evil tyrant from learning the secret of the Dragon Balls!",12/5/1990,9/14/1999,https://drive.google.com/file/d/1s7n-r-8JVq72wErXdiFSY51jraIdhwAi/preview,7,2
71,Goku is Ginyu and Ginyu is Goku,30,"In a desperate attempt to save his beloved Elder, the Namekian warrior Nail fights a hopeless battle against the ruthless Frieza. Meanwhile, finding himself no match for Goku's superior abilities, Captain Ginyu must resort to his ultimate attack — the Body Switch Technique!",12/12/1990,9/15/1999,https://drive.google.com/file/d/1rRAaOMHSuWBsEze8P-FK8fcaUwNjiPh5/preview,7,2
